text,label,multi
乔治轻松1点，千金.搏来！进97l78.cn,1,钓鱼
呀苹果亲分众专享9元红包就要过期啦一线国际大牌鱼油钙等元起更多实惠猛戳[URL].23.cnrhumxa回td退订,0,推销
哇，领188可 提 1 水，在[URL]1101[URL]开。tmN,1,赌博
上次猪我又稳了，原来的微不用了，加新微：有你想要的一肖 码,1,赌博
亲，老铁周末别睡啦注册送66，100题，捕鱼、牛、龙虎、真人[URL]536.vip。lNp,1,赌博
大参林天天有礼6000维达纸巾卷或洗衣液斤解毒片5000元买8克送70克回sqtd退订,0,推销
"那你们要好好疼爱他呀,这孩子真的太可怜了,不过还好妹妹来了",0,沟通
aa1991[URL]非凡娱乐。大额无忧，存100到账168。存500到账788，安全稳定，福利办理联系客服，提供截图,1,赌博
彩票赛车机器人手机自动套利挂机.每日稳赚300500，亏损包赔，咨询加Q：[Phone],1,赌博
沃丰地产正当时原生态六合院空中联排墅式生活1000亩私家公园此后难再五一100更有豪华游机遇热线[Phone],1,地产
米哈游验证码：[Phone]分钟内有效。您正在登录米哈游通行证，请勿将验证码告诉他人哦。,0,通知
"嗨,197840[URL]您VIP5账号未领取、Te码49倍周新30元月新150缘机会即将过期抓紧联系[Phone].DPx",1,礼品
"hello。hv7.cc9jmY7手机号注册平台领68，没限制100，秒提，牛,鱼。cEN",1,赌博
京东支付买单领权益！您通过农行卡0171支付87.99元。签到领钢镚，购物直接抵扣3.cn101hBBWJ,0,通知
尊敬的建行用户您的账号已满900积分可兑换的现金请及时登陆[URL].zhongxiang.cn兑换逾期失效建设银行,0,礼品
尊敬的用户您的招商银行卡将于今日失效请及时登录我行网站[URL][URL]进行认证激活逾期失效敬请留意招商银行,0,通知
当当家具闪购汇全场8元起好货限量出手要快详情点击[URL].cn回复td退订,0,推销
尊敬的金牌会员会员冰爽来袭降暑放大招100元优惠券等你领立即领取[URL].74.cnWECHAT回复td退订,0,活动
美团您在金谷园饺子馆北邮总店的排队号B78前面还有5桌，请合理安排时间，以免过号。,0,通知
  新年限时特邀活动100送138加抽奖名额中奖金额最低188起加Q[Phone]网：ty81.cc,1,赌博
你好，黄某某，现登录咏诚by166956.cc余额32开，满百可提账号aa12a509aa密码hz8703退订mv,1,推销
"盛辉哥来就送8188彩金,领取神秘大礼,多乐棋游,您懂得,来7uqianduoduo.cc领取MoKo",1,赌博
套餐消费券您好！您有一张500元套餐消费券已到账，请登录中国移动APP查看，详情戳[URL].10086.cnB77A25中国移动,0,礼品
尊敬的建行用户您账户已满一万积分可兑的现金请使用手机登录[URL].cn查询兑换逾期失效中国建设银行,0,礼品
"你好,特邀您来帮我司网店写评语,在家做任务,日酬300,现结不拖欠,免押金.加Q[Phone]:[Phone]",1,兼职
"带玩彩票,带刷水,我出资金您花时间获取高额佣金501200不等,详情微：[Phone]了解",1,赌博
"朋,你之前在我店买的宝贝已确认收货,麻烦加登记员微信：[Phone]赠你智能锅一个包邮截止明天",1,礼品
最后小时2减7000用你账户红包购秋冬时尚名品[URL].jundong.cn花式秋冬好时节下单holyhigh回td退订唯品会,0,活动
淘宝来自的天然等渗活泉冬季补水活肤就靠ta双十一钜[URL].netruppsai复制整段文字打开手机淘宝退订回复td,0,推销
亲，在吗，加一下我的QQ:[Phone]找你有事。。yKj,1,交友
您有8慧豆未使用，快来参加「周周模拟大赛」，赢取高额现金奖励，登录大智慧w查看或打开链接o.h.m.egh=cd6p%9l%3h使用，回复x退订。,1,活动
鞋子质量很好哦已经在店铺买了好多次了哦，卖家服务态度很好呐，五星好评呐～,0,评价
顺丰优选升级满7减900元优惠券已放到您账户中有效期至月日还有限时抢大聚惠买一赠一专场等您出手回td退订,0,活动
澳门银河赌场已开通网投！百家乐、牌九、彩票等；返水1.6、出入款火速到帐、大额无忧、注册送58元、平台首选www.y012.cc,1,赌博
银泰百货福华店合家总动员嗨购满千增值全城独家低至鸟gxg报喜鸟耐克2000联合,0,活动
尊敬的客户您在我行已满7000积分可领取红包请登陆我行手机网领取[URL].cn逾期不可领取邮政银行,0,礼品
尊敬的建行用户您的账户已满足2000积分可兑换的现金请手机登陆[URL].cn查询兑换逾期失效建设银行,0,礼品
"哈啰，订单通知你好，上次买的宝贝已确认收到，麻烦加微信：[Phone]，送你早餐机一台，截止明天。Vao哈啰，订单通知您在我们店买的宝贝已经收货，添加微X:[Phone],免费领取家用蒸烤箱一个！！截止明天，退订回T。jht",1,礼品
世凯哥快加我，一天带你赚5百50万元不等，赚不到，赔你。顶尖技术团队高盈利策略，带你稳赚不赔，请加Q:[Phone],1,赌博
对抗敏感肌肤专场折起丝塔芙满送折起洁肤液[URL].xiachao.cnflh0回td退订乐蜂网,0,推销
您的gap会员即日起携短信购件折扣商品享额外折店内冬季大减价更多精选商品低至折优惠限使用一次进店详询n退订,0,活动
啊鞋子味道好大放了好久还有味,0,评价
亚冠双旦狂欢，福利一浪接一浪，彩金存送优惠福利，价值过万的奖品等着您，更有特等大奔等您开，详情网：yg675[URL],1,赌博
尊敬的用户：圣诞快乐！登录领彩金，双旦幸运博饼，众多福利等你来拿，点；3.cyzc8[URL],1,赌博
尊敬的工行网银用户您的工银电子密码器将于次日失效请及时登入[URL].zouxiang.cn进行升级激活感谢你对我行的支持工商银行,0,通知
匹克体育7.23活力季，前1小时抢专区折上5折，分享领券叠满400100！s.tb.cnC.12W1ue退订N,0,活动
尊敬的建行用户您的账户已满200积分可兑换的现金请登录手机网[URL].cn查询兑换逾期作废建设银行,0,礼品
你好，118元一水，已发站内信登录兑换即可，指定：qy866.vip。Rrb,1,赌博
美团月付您有16.71元账单待还款，最后还款日为本月8号，立即还dpurl.cn15umSG8a或打开美团我的月付,0,通知
尊敬的工行用户您的网上银行将于次日失效请及时用手机登入[URL].net进行实名补录感谢您的谅解与配合工商银行,0,通知
淘宝丸美旗舰店新风尚聚划算来袭全场折起满送礼包数量有限先到先得[URL].cn退订回复td,0,活动
正规彩票平台，一小时赚500没问题，有兴趣的点击链接加入群聊鼎盛团队12：[URL].qq[URL]_wv=1027k=cwn6TV5j,1,赌博
尊敬的工行用户您的网银将于次日失效请您及时登录我网站[URL].rn.cn进行升级维护给您带来不便尽请谅解工商银行,0,通知
老师好我单位代开各种正规发票建材建筑材料广告费咨询费会议费住宿费增值税等等请联系[Phone],1,推销
也许您会问干嘛要给我讲法轮功被迫害的事呢这与我何干朋友啊因为我真心希望您阖家在未来请相信我真相就会给您带来福分,1,涉政
您出售的商品ff系列香烟cd印花短袖j恤男女同款白色白色e8l9x已经鉴别通过，商品收益9.2元将在1小时内结算，到账时间以您绑定的收款账户为准。请确认您的寄售仓储账户没有欠款，如有欠款，您的货款结算时间将被延迟至欠款清零为止。,0,推销
淘宝一触倾心口红聚划算元一支火热抢购中专享满90元送6元更多冰冰轮美奂的口红色媄化妆品旗舰店,0,推销
用着挺不错的比上手机冲方便实话,0,评价
"信用借客户您好,现可为云浮地区提供350w的金融服务,商品房,保单,车可贷,利息低至6厘.何经理[Phone]退回T",1,贷款
"春生哥您的彩金15.88已发放到您的账户,来7u2020[URL]领取,多乐棋游ewho",1,赌博
世博哥语音预警你好，用手机来帮我打流水，每日2小时包你收入1000+，微信：[Phone],1,兼职
尊敬的工行用户您的工银电子密码器于今日失效请手机登录[URL].yanmin.cn重新激活使用带来不便敬请谅解工商银行,0,通知
"哥哥,您好,下充就给466[URL].nufkb7我先去玩了,真的不错,你看吧!",1,礼品
肝脏问题最致命！解十年肝毒，从此喝酒不醉、大肚消失、色斑消退、百病不来！抢购点击m4.vm1r1回j退订,0,推销
"哈啰,有时间吗来一起做业务,计划稳赚哦操作简单,每天稳定收入300到500加我微信[Phone]媳妇说话就是圣旨.Cle",1,兼职
凭手机尾号到金沙9500788[URL]领  注册金,1,赌博
亲，注册到88一水，就您可以 全通玩，尽[URL]503[URL]。qAS,1,赌博
天猫当聚划算遇上双十一店长都哭了直击成本价加购物车就会机会抢到买一得二的机会[URL].cn旗舰店退订回n,0,活动
哇，杨波您的账户目前享有我司的回归大礼包，专线5505V点С0М咨询KF咨询。KqG,1,礼品
您的喜马拉雅会员权益已充值成功，请登喜马拉雅y查看及使用权益。,0,通知
唯品会今天致敬为您献上今日精选伊华妖精的口袋香影等折起特卖新人享首单元购水密码优白bb霜包邮回td退订,0,推销
旗舰店终于等到你专柜爆款首降最低价日零点开抢满8000赠7000千万礼券免费送速抢[URL].tao.net退订回n,0,活动
号店亲爱的号店用户您的满7减9元优惠券还有5000天有效期哦立即下载号店app9元剁手价牛奶等你抢退订回复qx,0,活动
移动微信厅疯抢星期四活动任性来袭今天10点点劲爆开抢7元600元元话费6元抢手慢则无打开微信搜索移动500进入微信厅点击粉丝疯抢星期四菜单或发送抢话费即可参加中国移动,0,活动
"阁下,您好,我出资.您出力.帮我代购.彩票每日两个小时给您.1000元.一个月轻松.三万[Phone]加 微.y5w",1,赌博
唯品会小家电大放价6000元大红包秒杀闪电发货不用等领红包扫货太划算[URL].cna0db回td退订,0,活动
淘宝淘宝店年中回馈小米note顶配版合约版裸机回馈仅600仅有300台猛戳[URL].gu.cnhl,0,活动
尊敬的工行用户您当前工银电子密码器积分已达兑换3元请及时登陆我行网址[URL].huangmao.cn领取工商银行,0,礼品
淘宝红豆内衣正品折扣店红豆内裤年中抄底就一次月日准时开始[URL].li.cn记得放购物车后领券哦,0,推销
NTO您好，由于您长时间看抖音，有意愿可以抖音帮上赞，两小时55388左右，加微信：[Phone],1,兼职
尊敬的建行用户您的帐户已满一万积分可兑换的现金请登陆手机网[URL].luo.cnWECHAT查询兑换逾期失效建设银行,0,礼品
"你好,请问有需要开发票吗有普通发票,增值税17%专用抵押发票,需要联系[Phone]小叶",1,推销
新户畅玩礼包7896mne.a22at.biz中国,1,礼品
幸运转盘奖不停月日日关注微信公众号中国移动4点击幸运转盘直接抽奖豪礼奖不停iphones00m流量包60m流量包60m流量包滴滴红包等您来拿只要分享信息立即获得第二次抽奖机会分享后中奖机率更高哦快来召集小伙伴一起抢奖品啦抢啦详情关注微信公众号中国移动8000,0,活动
杭州电子科技大学宁波银行台州分行史上最强内推季简历投递邮箱：hrtzadminnbcb.cn邱老师联系电话：[Phone]通信学院郝晓斌,0,活动
平安地百货商行在新的一年为答谢新老用户将于号举行大型抽奖活动一等奖寸液晶电视一台二等奖智能手机一部更多惊喜等着您详情进店咨询,0,活动
移动sim更新换代啦容量更大更安全还送元话费日20至点路司门口为您提供换卡服务详询各营业厅,0,活动
国股带票340每十万2073国股买断每十万2300全国城商350每十万2134农商农合电联 票送杭州[Phone]、李小雪,1,股票
淘宝素派旗舰店周末大放价橄榄卸妆油500[URL].zhongyi.cn限量抢购会员先知抓紧机会退订回复td,0,推销
尊敬建行用户您的账户积分8000分即将到期将于小时后清零请及时登录[URL]82.cn兑换500元现金建设银行,0,礼品
聚美优品炎炎夏日我们白着呐晒不黑晒不怕今日夏季防晒团小美强烈推荐防晒必备款水冰点价全场70折起回td退订,0,推销
百货尊敬的会员妆至日妆品每满千送百千送百元秒大牌美妆关注微信卓展购物中心店回复td退订,0,活动
雨哥预警多乐专注棋牌游戏，周年放水28元，最好的在这里smtt.xyzLfWCRt,1,赌博
包裹侠您的中通快递您好请您凭编号1W4尽快到北门学十楼下中通货架领取您的快递！晚上七点之前！快递员电话[Phone],0,通知
你好我们能为你做一张和他人一样的号他们的讲话你都能了解信息你可以看到.询[Phone] 公司在本地 ,1,推销
天猫亲快来看看艺恒利电器专营店为您准备的双十一特价活动吧真产品真优惠[URL].cn回t退订,0,活动
家电五一疯狂开抢每满4000减50不封顶年度钜不可错过[URL].cnqWECHAT回复td退订,0,活动
每日赢利50一150，无需任何投入！只要一部手机，挂机监管，敢想你就来！微：qw6467349,1,兼职
全国模特学生少妇空姐外模需要留微信,1,色情
中国联通200流量节gb流量折享今天是中国联通800流量节流量盛宴正式开始您可40元尊享原价9元的国内半年流量包还可700元领取60个音视频免流量定向包登陆官网[URL].han.cn即享流量盛宴,0,活动
哇，朋友加微信；qw[Phone]给您彩票计划，带您上岸，助您月入五位数，不到我补你。4W6,1,赌博
iPhone12pro送不停得扑圈春节楅利各中奖励3倍，加俱乐部上桌即送现金红包，参加任务赢苹果手机，[Phone][Phone],1,赌博
您刚拨打70听到的彩铃是一场游戏一场梦最美和声资费3000元回复任意内容如数字即可订购该彩铃热门推荐回数字编号下载一百个放心资费700元愿得一人心资费50元,0,推销
只要你敢来，48天天有，huya09b[URL] 等你 ,1,钓鱼
不要赌了十赌九输来试试我们挂机软件吧专门为赌民研发的一款找平台漏洞的软件盈利几率百分百有兴趣加Q:[Phone],1,赌博
"你好,我公司代开各种正规发票.网上可查验；需要请联系[Phone]李经理,打扰请谅解.",1,推销
哇，360钱包您已达到我司标准，最高300000RMB，戳w.url.cnsAZkNc69领取。Vf3,1,贷款
美团外卖您的退款已成功受理，39.99元将退还至美团月付账户，预计2021年01月29日前到账。,0,通知
HI，新年诚邀，充100送100、充1000送1000，一倍水、无限制ls02.yb88.win详情联系在线客服。baI,1,赌博
皮革城股份有限公司各相关企业为进一步推进皮革城六期时尚中心招商的各项工作我公司将于近期组团赴开展商品品牌对接活动有意向代理商品的企业请前往皮革城大厦楼市场部办理相关签证手续咨询电话[Phone],0,活动
"你好,我公司可代开贵阳正规发票,点数优惠、可验证后付款,联系电话：[Phone]杨会计",1,推销
你好，我是菲菲。周四猪49。和我想的一样，加微：[Phone]我们一起来6合享受愉快！,1,赌博
尊敬的用户您的网银将于今日自动停用请登入[URL].cn在线激活确保网银正常使用感谢您的理解与配合工行银行,0,通知
请核对：您的专属权益就在j6w.cc入场就给298！存188再得399！全新体验Hi不停！。v0,1,礼品
商品很漂亮，但是太薄支撑力差，穿起來，胸型不挺，因为商品很漂亮所以不忍给差评只能先给中评了,0,评价
亲，新年诚邀，充100送100、充1000送1000，一倍水、无限制ls01.yb88.win详情联系在线客服。s7q,1,赌博
99yl[URL]会员您好！双旦福利火爆进行中，12.2512.31在线等你领取388彩金，详情请联系客服微信,1,赌博
据新电视台报道迫害法轮功的首恶已被二十多万法轮功学员告上最高法院全球公审在即诚念法轮大法好好得福报,1,涉政
尊敬的建用户您的账户己满一万积分可兑换的现金请登陆手机访问[URL].cn查询兑换逾期失效建设银行,0,礼品
史总，龙门娱乐为您派发了一份心意红包，请登录您的游戏账号查收愿君牛气充天伴，年年有余福相随！,1,赌博
唯品会今晚点时尚焕新2元券已送达账户6000潮流美妆大牌折起跨品牌满2000减80立刻[URL].cn回td退订,0,活动
紧急通知您的工行网银将于今日冻结请及时登陆我行手机网站[URL].34.cn进行证书效验以免失效带来不便敬请谅解工商银行,0,通知
移动手机特降狂欢节开始啦仅限五月份一个月手机最低折起疯抢苹果三星降至500折还有其它热销手机为您折折折折特卖数量有限先到先得,0,活动
流量纵情用语音免费拿买流量领语音最高3000小时任你打即日起至年月1日选购九款活动流量包次月继续使用即领免费国内语音包详击[URL].jun.cn,0,活动
星巴克中国送您一张专星送9元免运费券108前有效，咖啡和美食一键送达。点单满80元再减8元，快来星巴克微信小程序点单吧！退订TD,0,活动
连连发话费奖励多就是这么任性回复m来试试手气吧,0,活动
"顺祝安康!上次30马中了没加微信:[Phone]免费给你这期1肖,连对4次的料！来自[Phone]",1,赌博
"亦辉,玩彩亏损压力大如果我可以帮你每天盈利来减轻负担呢加微[Phone]",1,赌博
"Hi,棋牌特邀新号存100送108,50送50三倍水出加Q[Phone]凭截图",1,赌博
有时间吗，来1880jps[URL],1,钓鱼
财富预警连准25期，首次公开5期开奖前公布精准三肖三码加内部微信：[Phone],1,赌博
新百集团东方一起来看向日葵即日起分享现场照片至朋友圈赠2元金彩衣生套券购黄金送克买口红省1000元700日购满50元赠世奇全城独家刷100送90元券兰蔻4000送6000元券来东方金彩整个夏日,0,活动
百货月700日黄金广场和您情溢七夕vip尊贵场折后再享折起指定时段免费送现金券祝有情人真爱永恒,0,活动
留言提醒您好，请您核对；帮姐抖音点赞，一个6990，包你每日收入960，加微；[Phone],1,兼职
保利李沧主城伴山墅即将发售6002000平稀缺阔宅m地下室最大赠30平到访即有机会抽国游[Phone],1,地产
尊敬的建行用户你的帐户已满万积分可兑换的现金请登录建行手机网[URL].zhangxu.cn兑换逾期失效建设银行,0,礼品
拇指会员专享20月群星来袭7000月日火爆开唱嗨翻全场速抢双人门票礼包200m流量大奖快回复,0,活动
"您好,我公司长期代开各种正规发票,收费低,可验证后付款,联系电话[Phone]林经理,打扰请见谅,信息长期有效",1,推销
好消息BOB体育馈赠，首存1000内，存多少送多少，新平台即将上线，代理55%分成，qq：[Phone]，入bob98.cc,1,赌博
尊敬的农行用户您的账户已满一万积分可兑换的现金请登陆手机网[URL]04.cn查询兑换逾期失效农业银行,0,礼品
"澳门金沙赌场www.h77616[URL]手机投注已经正式开通,真人百家乐,彩票,北京赛车,电子游戏等,首存1000送1000返水2%无限",1,赌博
叶某某，因你以非法占有进行恶意透支，经三次诉前协商并未得到有效调解，目前案件性质已发生重大转变，请半小时内回电陈[Phone],1,贷款
观影券领取通知尊敬的客户，您有一张视频观影券待领取，用于抵扣咪咕视频爱看版APP中西虹市首富、黑白魔女库伊拉、速度与激情9等单点内容的支付费用，您可下载登录APP后在我的福利专属福利领取下载链接：[URL].10086.cn67nI7f，专属优惠转发无效。咪咕视频爱看版，无广告不等待，精彩影视一网打尽！中国移动和你一起,0,礼品
财经资讯抄底集结令名师红星带队年前最后一次建仓全免费不分成加60113验证码退订回t,1,股票
国泰君安新老客户敬请关注水务9明天强势拉升以上网址[URL].cn客服[Phone]回t退订,1,股票
"平安银行新推出汽车信用贷款,寿险保单贷款手续简单2天放款最高50万.本人名下有车或有房即可办理.办理热线：[Phone]莫经理",1,贷款
语音预警你好，用手机来帮我打流水，每日2小时包你收入1000+，微信：[Phone],1,兼职
亲，武某某，账号aa[Phone]，密码wy5132余额32元可提现登166956ky.cc戳kg,1,推销
用户，云顶排，首存送礼进行中3.aei9.biz中国移动。gHC,1,礼品
淘宝花花公子旗舰店聚划算800元秒杀提前收藏两千名半价名额3号600点准时开抢[URL].cnehrc退订回复td,0,活动
亲你好小额100即可领取存送彩金最高送381888登录ht77a[URL]详情联系在线客服即可哟,1,赌博
月初嗨上网月底没流量登陆指定翼时代[URL].yan.net订购流量加餐包吧7元包200m0元包4000m全国流量现在订就送1000m省内流量哦更有答题赢话费惊喜活动等您来活动详询2号电信,0,活动
您的额度已刷新完毕，查看即有惊喜，最高可借8万哦 o:i7.kh3o退订回s,1,贷款
2000年月底到现在超过6000万名海内外法轮功学员及家人向最高检察院和最高法院控告起诉迫害元凶要求将绳之以法还法轮大法,1,涉政
神人，春节好礼送50请用UC浏览器登录256.s0uxf领取，还有更多优惠活动！退订请回复TD.,1,礼品
亚博子平台华体会诚邀天天优惠不停，首充100到200500到858，本彩一水无限制进:htbet463[URL]客服Q:[Phone],1,赌博
"麻将机干扰定位器:十米内直接无线摇控普通麻将机起手拿好牌.机麻不分品牌,无需改装、不换麻将!客户任选地方免费试效果[Phone]陈",1,推销
得308元，不限，存1000送2200，不限游戏，dt113.cc,1,礼品
"520棋牌,注册送88888元可提现,冲100就送豪礼.捕鱼,牛牛,金花,戳：[URL].cn5lz3nwa",1,赌博
HI，加一下我的QQ：[Phone]有事情找你。。1V0,1,交友
中国移动公司尊敬的客户请点击您好我司提供体育赛事彩票游戏真人百家乐更多进[URL].cn存百送百信誉好实力强娱乐下载集团通讯录的手机客户端应用,1,赌博
凯斌小哥哥装饰你好有空我们一起做事吗一单；60100整日；1500以上，请加微；[Phone],1,兼职
HI，华体会充100送100、500送200、1千送300，一水，一次性返ac07.yyccc.tv微：ww[Phone]。aUn,1,赌博
你好，我是兼职猫招聘线上兼职文字，语音，视频聊天员的，看到你的入职申请，请添加微信muyang2828给你办理入职,1,兼职
专业优惠代办各类文凭证件刻章资格证等等原号改为[Phone]微信同步,1,推销
皮草会员您好皮革城唯一指定大酒店皮草直销高档水貂皮衣全场1000折询[Phone]回t退订,0,推销
解除卖身契诉大潮惊天现人数如今数十万诚心赠君言退党退团退少先解除中共卖身契党把命断回复可退出党团队,1,涉政
人集团致蜜友三八节至日夜场点起电子红包轮番升级会员积分满额再送9礼金国际化妆珠宝独家钜营业至晚十点半,0,活动
作义哥赠你188元已到账，新地址spya.ccGIbew4万人在线刺激好玩,1,礼品
"太阳城,回归100送66三水无限制,明额有限,速加Q[Phone],指5001301[URL]",1,赌博
圣诞节来爱游戏，我宠你，充直1000送1000元，存多送多领彩企鹅[Phone]点：彩金    88.cn,1,赌博
三只松鼠囤年货就今天！今晚0点百万年礼半价抢！礼盒最低24.5元！叠券可减50元！s.tb.cnY5.dSuEj回复T退订,0,推销
A6信誉老台子！打鱼斗地主百家乐点ybcd.mez5tZ726凭手机号注册领37,1,赌博
手厅用户专享感谢您对联通手机营业厅的支持现邀请您参加做手厅达人赢4m流量活动70月日日登录手机营业厅客户端参与活动800m轻松到手当月生效快来参与吧下载地址[URL].dufeng.cn参与路径手厅首页活动精选联通,0,活动
亲～帮冲量吗1单50～80。天580，多劳多得微:[Phone],1,兼职
bornbay专卖店周年庆啦感恩会员已送20元无门槛券至亲淘宝账户[URL].taozhong.cn,0,活动
亲，逍遥为您备好豪礼  a33.t69d.co账单号！。ZzI,1,礼品
88棋牌，加cc：pf88q泡芙，办理周闯关高达8888，100送58下载cc：xzcc8[URL],1,赌博
修炼法轮功在完全是合法的至今当局认定了种邪教组织没有法轮功用海外电子信箱给[URL]56.cn发电子邮件,1,涉政
你从未有过的体验华体会注册即送18，充值100送200，携老号VIP等级参加直送8888，QQ：[Phone],1,赌博
国大药房尊敬的会员您好月日会员尊享全场商品双倍积分消费减元消费减元回td退订,0,活动
"老板棋牌、斗地主、牛牛、炸金花、捕鱼!您是特邀vΙρ确认有12.81888元,请登:32.lbqp8.cn提取",1,赌博
俄乌冲突下，第一个牺牲的国家诞生了意大利脱欧传遍国际,0,新闻
劲霸男装尊敬的vip犀男装为回馈新老的长期支持与厚爱特推出六周年庆会员充值活动活动内容如下充50元送10元银卡充500元送700元60元送3000元充2000元送4元钻石30元送5元欢迎到店咨询此条有效退订回td,0,活动
尊敬建行用户您的账户积分500分将到期将于小时后清零请登录我行网址[URL].jh.cn兑换800元现金建设银行,0,礼品
还在比较买基金哪家便宜不用想了即日起通过南方基金网上直销平台通过汇款交易认购南方双元代码50债券型基金认购零费用详情请见南方基金官网时间不等人限时优惠月日截止还不下手省钱就是这么任性南方基金,1,理财
8%老股民都在用的「炒股指标」限时免费送，登录大智慧l查看或打开链接i.k.u.ejm=q%7u查看，回复x退订。,1,股票
多点恭喜您尾号9787自提订单已签收成功，签收时间[Phone]:33:09，欢迎使用多点，感谢您的光临。,0,通知
"你好,已被 录用!一小时,请加g235315；",1,兼职
淘宝s你旗舰店老客户感恩大回馈打底裤600元限时秒杀先到先得亲赶紧挥动你的拇指[URL].cnlxxocqx退订回t,0,推销
假日流量不够用怎么办移动新推出假日流量套餐400元含g假日专享流量假期旅行发照片刷微博聊微信这个假日更精彩回复ktjrtc即可办理详询600领先g值选移动,0,活动
你好!永 利 棋 牌绑定送6388介绍三个朋友得188入口:[URL].12568.ap,1,赌博
淘宝绫绢买装裱材料进绫绢厂淘宝店震撼低价各种好材料等你来抢到店里领取优惠卷最高可以抵7元抓紧抢优惠卷点击进入[URL].cn退订回td,0,推销
"您好,新 葡 京大公司实力可靠,充68送133,线上靓女与您相伴,入款优惠高达1.5%,点击916303[URL]领取,拿到手软.04X",1,赌博
maysmays春季新品第一波1000下午点准时开售9折仅天[URL].zengtian.cn,0,活动
申通快递亲，方便来做单吗一单1565，—天650，加微：[Phone],1,兼职
亲，快3飞艇黑科技外挂套利，每天稳收入百分之815，亏损全额包赔、月入过万加QQ：[Phone]。HdY,1,赌博
到账通知尊敬的客户，恭喜您参加手厅2019年三季度回馈活动获得一张话费券，请在有效期内前往浙江移动手机营业厅我的我的财富话费券专区兑换使用，查看请点击[URL].10086.cnhfqdxa中国移动,0,礼品
尊敬的会员数码今日年终盛宴万件免单买三免一不停秒爆款还有最高6000元优惠券[URL].cnhndrqq回复td退订,0,活动
尊敬的客户：您好，09月16日您已充值30.0元。查费缴费敬请登录手机营业厅[URL].10086.cnsdtxcz中国移动,0,通知
亲亲，我都邀请你几次了，你号抽奖一次最低送188讲金一水无%限制加Q：[Phone],1,赌博
财富预警 扭扭金花捕鱼，注册必送588，新年红包128，点：a.i7k.cc,1,赌博
澳门银河VIP注册送260元，存提款秒到帐，电子，牛牛，捕鱼，AG视讯每日派发千万抢红包，点击：21561.cn,1,赌博
虽说一分价钱货，但是也太简单的做工了，一个片片吸铁石，然后一贴，还有很多不在中间贴，导致一贴冰箱上就歪,0,评价
尊敬的用戶根据您用情况可向我行申请提升固定额度1000在线申请[URL].07.cn提交您的申请预祝您申请成功平安银行,0,贷款
这是一部血与火的战争史诗！戳＞[URL].cmread[URL]8Gms=9kuaxy?马上读血战长津湖，致敬最可爱的人！,0,新闻
您有一笔9元额度待领取，最快4分钟到账，w极速拿钱z.j.fq5u，回x退订,1,贷款
尊敬的用户你使用我行帐户己满4积分可兑换的现金请登陆指定网址[URL].xiuyingkang.cn查询兑换逾期失效建设银行,0,礼品
点击链接，加?入?群  聊间值猫：[URL].cn，直接进群开始一起攒米,1,兼职
珍视明大药房旗舰店你已被砸中，经常用眼更要护眼，赶走疲劳近视！爆款秒杀，第2件0元还有眼贴送！戳：3.cn14APCcG回T退订,0,推销
尊敬的客户您使用我行帐户已满20积分可兑换的现金请登陆手机网[URL].cn查询兑换建设银行,0,礼品
你好您曾举手把誓宣要为共产把身献誓言绝不打折扣天灭中共言兑现退党退团退少先党亡与您不相关中共必亡时不远早退快退才保险,1,涉政
"撑伞接落花,看那西风棋瘦马,谁能为我一眼望穿流霞,公子是你吗点击进入；902555.cc送公子588元",1,钓鱼
百灵天韵家具名品广场月日团购出击挑战价格权限二室二万200两千平卖场上万件商品尽情选购文峰路西段大华三号楼二层[Phone],0,活动
尊敬的工行用户您的消费积分可兑换现金元请及时登录我行手机网站[URL].mingtan.cn查询兑换工商银行,0,礼品
尊敬的邮政用户您的手机银行将于次日失效请即时登录[URL].wangliang.cn进行激活激活成功有机会领取千元现金礼包邮政储蓄,0,通知
欢喜过大年，好书免费看！速戳u:j.3.si2i3t2晒出你的年味儿记忆，即有机会赢3元咪咕书卡哦！数量有限，先到先得，快来领取你的春节福利！回y退订,0,活动
预警21新年福到，牛牛，捕鱼，下载福获128，jlhazc.cneERv,1,赌博
尊敬的客户：您好！截至202107月08日02:34，您的手机账户实际可用余额已少于10元。请及时缴费充值，以免影响您的手机正常使用！您可直接登录浙江移动手机营业厅充值并享受优惠[URL].10086.cnsdtxcz中国移动,0,通知
亲，您好，开元棋牌新年提前发红包啦，回归红包最高888，，网站txdy8.cc。FdG,1,赌博
尊敬的客户您使我行账户已满3000积分可兑换的现金请登录指定网站[URL].cc.cn查询兑换逾期失效建设银行,0,礼品
亚，博爱游戏特邀五百名嘉宾，充100送100。500送200。1000送300QQ[Phone],1,赌博
宇宙旗舰店月日史上最强会员日直接卖价打折你绝对没有参加过的会员日别怪我没通知你[URL].47.cn,0,活动
尊敬建行用户您的账户积分1000分即将到期将于小时后清零请登录我行网址[URL]85.cn兑换500元现金建设银行,0,礼品
上午好  到我这边来玩老师亲手带回血     ，信 [Phone]你要是有损失我来承担。,1,赌博
哇，全新福星每日返20%充值随机送38588推广码:717273下载qrljfnw.cn。IhY,1,赌博
尊敬的招商用户您的手机银行于今日失效请登入手机网[URL].yongyan.cn进行认证逾期失效敬请留意招商银行,0,通知
尊敬的邮政储蓄用户您的手机银行将于今日过期请立即手机登录我行网址[URL].wh[URL]重新激活给您带来不便敬请谅解,0,通知
